,CustomerID,frequency,recency,T,monetary_value,expected_purc_6_months,6_Months_CLV,Segment
38,12939.0,5.0,270.0,334.0,660.6719999999999,2.978674158943425,1970.6513049653204,Champions
39,12942.0,2.0,234.0,365.0,199.12,1.653224105324356,351.08445276803803,Hibernating
40,12947.0,5.0,230.0,373.0,235.414,2.7391888717241195,647.0534963087318,Need Attention
41,12948.0,6.0,248.0,264.0,280.41166666666663,4.01173228732073,1121.0767117940572,Loyal Customers
42,12949.0,4.0,222.0,252.0,652.06,3.1551523728252167,2079.2984518521152,Champions
43,12950.0,2.0,22.0,24.0,293.86,5.796159982058551,1811.1024966665843,Champions
44,12951.0,5.0,322.0,330.0,173.38600000000002,3.0056259214402443,523.5112151950998,Hibernating
45,12952.0,2.0,73.0,78.0,316.1,4.1494790962623,1394.0786827668417,Loyal Customers
46,12955.0,10.0,266.0,267.0,404.244,5.879344407292494,2337.9289246941307,Champions
47,12957.0,6.0,330.0,339.0,592.9233333333333,3.344703489775809,1974.0411465195157,Champions
48,12963.0,6.0,357.0,365.0,244.0233333333333,3.162421215014644,769.3107276455363,Need Attention
49,12971.0,70.0,369.0,372.0,132.19757142857142,26.914662859266308,3446.607931364362,Champions
50,12980.0,8.0,201.0,358.0,270.9,3.9753490716683015,1064.854575647256,Loyal Customers
51,12989.0,12.0,361.0,364.0,327.39166666666665,5.437614702317016,1746.1602021968479,Champions
52,12990.0,2.0,279.0,310.0,156.0,1.8686534861855728,311.69670723765654,Hibernating
53,12993.0,3.0,275.0,298.0,104.99333333333334,2.3622800444550913,257.12235643174876,Hibernating
54,12994.0,2.0,264.0,268.0,303.195,2.075148191978204,668.8810669810427,Need Attention
55,12997.0,3.0,295.0,317.0,287.64000000000004,2.2576751724007824,668.2115668057689,Need Attention
56,12999.0,2.0,49.0,245.0,50.8,2.208813184240021,122.91682794370318,Hibernating
57,13000.0,2.0,258.0,364.0,152.145,1.65669671907448,269.5936614228472,Hibernating
58,13001.0,12.0,322.0,326.0,580.2591666666666,5.909290613212975,3361.9063945675816,Champions
59,13003.0,2.0,109.0,214.0,37.5,2.4188054807531194,100.61156407556884,Hibernating
60,13004.0,16.0,346.0,357.0,333.31375,7.05369641413836,2297.1881102533525,Champions
61,13012.0,7.0,285.0,294.0,180.45857142857145,4.158621536664185,745.2978515101755,Need Attention
62,13013.0,11.0,370.0,371.0,293.43454545454546,4.986207848187337,1437.3170151854208,Loyal Customers
63,13014.0,9.0,271.0,281.0,290.55,5.212013961327222,1493.302102156371,Loyal Customers
64,13015.0,3.0,196.0,249.0,791.1433333333333,2.6828554568213554,2178.025747234804,Champions
65,13018.0,19.0,279.0,295.0,360.3252631578948,9.454555011465574,3322.401738695733,Champions
66,13021.0,7.0,354.0,358.0,338.15857142857146,3.5924313381962976,1204.798472536189,Loyal Customers
67,13026.0,4.0,274.0,275.0,168.6,2.967673122552178,507.7612076472755,Hibernating
68,13027.0,5.0,241.0,354.0,60.48,2.8508545997346837,174.59334108751406,Hibernating
69,13029.0,2.0,323.0,353.0,185.75,1.6958810858775364,336.18592911287567,Hibernating
70,13037.0,2.0,118.0,256.0,310.57500000000005,2.1428023053165837,707.3969409247248,Need Attention
71,13038.0,2.0,210.0,290.0,256.68000000000006,1.9616040121460088,535.8738896941542,Hibernating
72,13047.0,7.0,342.0,373.0,402.5157142857143,3.4813423610030854,1389.3949367366713,Loyal Customers
73,13048.0,3.0,313.0,327.0,453.3666666666666,2.206256260104597,1027.6001088223095,Loyal Customers
74,13050.0,16.0,352.0,366.0,334.55875,6.920907026904701,2262.3554651208597,Champions
75,13058.0,2.0,127.0,151.0,111.2,2.9980502828508935,358.1683455041763,Hibernating
76,13064.0,3.0,315.0,327.0,295.0133333333333,2.206256260104598,669.6595625616484,Need Attention
77,13069.0,19.0,369.0,369.0,199.31315789473683,8.000234428858244,1555.7731074570747,Loyal Customers
78,13077.0,2.0,365.0,366.0,223.5,1.649766019063867,392.8479638413088,Hibernating
79,13078.0,24.0,363.0,366.0,423.67,9.93298760281376,4095.6464679326423,Champions
80,13079.0,4.0,136.0,140.0,49.075,4.557025870195074,229.99277475856547,Hibernating
81,13081.0,8.0,360.0,371.0,2973.03125,3.8683686796057453,11354.128245774467,Champions
82,13082.0,6.0,212.0,338.0,274.38,3.3521349279343022,916.6475793378052,Need Attention
83,13089.0,65.0,367.0,369.0,784.8183076923077,25.211692948893827,19164.13795809003,Champions
84,13090.0,12.0,364.0,372.0,603.8041666666667,5.347750672592954,3165.8215932693415,Champions
85,13092.0,4.0,289.0,359.0,77.2425,2.438490685963388,192.39019491946394,Hibernating
86,13093.0,6.0,98.0,373.0,945.665,3.110265616347796,2926.6104359588385,Champions
87,13094.0,11.0,347.0,368.0,76.94181818181819,5.01736678773437,380.4689158779253,Hibernating
88,13097.0,8.0,328.0,360.0,678.82,3.9585070433914775,2654.2565008194715,Champions
89,13098.0,25.0,316.0,317.0,844.0936,11.48683392312786,9431.875216785284,Champions
90,13102.0,19.0,364.0,365.0,309.33947368421053,8.067311821507637,2433.99426466335,Champions
91,13104.0,5.0,351.0,354.0,178.032,2.8508545997347943,509.8020256740379,Hibernating
92,13107.0,3.0,289.0,333.0,293.87333333333333,2.1765139880808677,658.0898552483321,Need Attention
93,13110.0,5.0,280.0,311.0,231.906,3.1406065073608223,730.8566645773072,Need Attention
94,13113.0,22.0,366.0,366.0,427.13000000000005,9.179967458836467,3818.6836269946252,Champions
95,13115.0,3.0,173.0,184.0,461.9933333333333,3.2718470538191795,1552.8342316510543,Loyal Customers
96,13117.0,7.0,351.0,372.0,112.95714285714288,3.4885341047762135,392.0342162509336,Hibernating
97,13118.0,3.0,269.0,288.0,328.6766666666667,2.4213259950989867,818.4490817134392,Need Attention
98,13124.0,2.0,270.0,359.0,1250.39,1.6742809382647363,2215.3030352267924,Champions
99,13126.0,6.0,362.0,366.0,318.22166666666664,3.1558063070184033,1000.5368587929288,Loyal Customers
100,13131.0,2.0,164.0,187.0,365.5,2.6371713706645945,1023.6467062447553,Loyal Customers
101,13134.0,3.0,155.0,240.0,430.5133333333333,2.7514366077251498,1217.1044299854111,Loyal Customers
102,13136.0,3.0,156.0,212.0,666.0233333333333,2.9891601540305546,2043.512732615488,Champions
103,13137.0,7.0,298.0,308.0,491.4285714285714,4.020025521904889,1958.3094826660488,Champions
104,13138.0,5.0,350.0,372.0,153.832,2.7448474776495084,424.4032164108527,Hibernating
105,13139.0,5.0,243.0,259.0,910.128,3.580710529308438,3262.4069286018103,Champions
106,13140.0,2.0,258.0,366.0,128.23,1.6497660190637888,226.77851130025468,Hibernating
107,13141.0,3.0,231.0,315.0,620.2133333333334,2.2682479097974637,1444.2094348890582,Loyal Customers
108,13145.0,3.0,333.0,372.0,104.24,2.001160850522789,216.27180804898597,Hibernating
109,13147.0,3.0,89.0,99.0,158.4,4.589422246883823,750.6555880942301,Need Attention
110,13148.0,6.0,335.0,364.0,542.865,3.169063912371549,1712.6352179603193,Champions
111,13149.0,3.0,275.0,289.0,424.68666666666667,2.4152889026859397,1053.9903076746612,Loyal Customers
112,13155.0,3.0,335.0,368.0,192.08666666666667,2.0178345905309207,399.6832998561752,Hibernating
113,13157.0,3.0,249.0,298.0,504.18666666666667,2.3622800444550744,1223.2675393565605,Loyal Customers
114,13158.0,3.0,224.0,318.0,319.8833333333334,2.252425678924706,741.0656004995658,Need Attention
115,13159.0,3.0,107.0,115.0,328.54,4.266045383803923,1441.3980597438604,Loyal Customers
116,13162.0,3.0,212.0,334.0,314.6366666666667,2.1716347308469244,702.8113324425552,Need Attention
117,13167.0,3.0,125.0,143.0,176.6833333333333,3.797754346851137,692.3080797054718,Need Attention
118,13168.0,3.0,282.0,318.0,225.57,2.2524256789247623,523.4192966465101,Hibernating
119,13171.0,2.0,278.0,299.0,127.615,1.9186570021923834,262.49377634208713,Hibernating
120,13174.0,2.0,353.0,369.0,668.955,1.6394780192794807,1162.0487018912315,Loyal Customers
121,13178.0,10.0,334.0,360.0,496.171,4.721097959391436,2303.8751229920563,Champions
122,13183.0,8.0,327.0,334.0,318.70250000000004,4.189233301088076,1319.8177661096488,Loyal Customers
123,13184.0,8.0,276.0,290.0,188.06875,4.647670979068089,864.9419582427537,Need Attention
124,13186.0,2.0,89.0,128.0,306.33500000000004,3.285273844996843,1069.8396709544709,Loyal Customers
125,13196.0,2.0,251.0,262.0,634.375,2.1084326771955446,1417.4035569869027,Loyal Customers
126,13198.0,5.0,351.0,361.0,597.298,2.8086710387798606,1680.1376179256797,Champions
127,13199.0,32.0,363.0,366.0,204.158125,12.945068178722755,2567.9886950727296,Champions
128,13200.0,3.0,107.0,126.0,179.89,4.068937217078321,755.1109876051027,Need Attention
129,13203.0,3.0,233.0,242.0,228.42,2.7358950546944145,643.756667541636,Need Attention
130,13208.0,5.0,251.0,309.0,210.454,3.155523600755837,666.6185838831673,Need Attention
131,13209.0,5.0,331.0,361.0,1091.3200000000002,2.808671038779853,3068.034937842552,Champions
132,13211.0,2.0,351.0,361.0,420.96,1.6672026465211196,744.8394217271077,Need Attention
133,13213.0,3.0,143.0,199.0,357.3666666666666,3.1140789018435973,1144.1464134311595,Loyal Customers
134,13217.0,2.0,34.0,156.0,130.05,2.9421321284676827,410.0862318747037,Hibernating
135,13220.0,3.0,158.0,236.0,223.04666666666665,2.7830555141497295,639.532312081649,Need Attention
136,13225.0,6.0,358.0,361.0,404.76,3.1891605028660965,1285.5402196857985,Loyal Customers
137,13230.0,12.0,361.0,365.0,212.6733333333333,5.426216879549859,1132.5063391301467,Loyal Customers
138,13232.0,6.0,231.0,243.0,199.90666666666667,4.248995995613387,847.2432082058233,Need Attention
139,13238.0,3.0,343.0,360.0,184.1866666666667,2.052029753391581,389.84771036788067,Hibernating
140,13240.0,3.0,269.0,365.0,142.27,2.03052338274697,298.5606967116962,Hibernating
141,13246.0,5.0,312.0,330.0,219.502,3.0056259214402408,662.1538264711862,Need Attention
142,13247.0,3.0,65.0,82.0,65.35000000000001,4.991432987216167,340.56010152030854,Hibernating
143,13249.0,2.0,169.0,261.0,107.435,2.1140841774774777,244.15343816681906,Hibernating
144,13258.0,2.0,194.0,205.0,234.08,2.487461978207913,620.1299592791602,Need Attention
145,13263.0,32.0,324.0,325.0,227.33125,14.159386007895172,3127.5219413254827,Champions
146,13265.0,4.0,220.0,273.0,359.89,2.9830866092784447,1086.29653645879,Loyal Customers
147,13266.0,11.0,245.0,256.0,266.76545454545453,6.5440808916043816,1715.1391864382622,Champions
148,13267.0,13.0,364.0,366.0,318.1338461538461,5.791376810938811,1805.0719804940977,Champions
149,13268.0,9.0,250.0,267.0,281.4088888888889,5.404504160849647,1499.805741734727,Loyal Customers
150,13269.0,12.0,368.0,369.0,406.2008333333333,5.381099436678777,2143.580672851963,Champions
151,13277.0,3.0,118.0,133.0,60.833333333333336,3.952717379166264,251.3984812460825,Hibernating
152,13280.0,2.0,215.0,337.0,257.57,1.7563033000417811,481.441121405936,Hibernating
153,13282.0,2.0,202.0,220.0,367.92,2.375101983056343,927.9947055217691,Need Attention
154,13285.0,3.0,267.0,290.0,672.2933333333334,2.4092818399664204,1662.5609456523716,Champions
155,13297.0,2.0,60.0,67.0,363.415,4.404368420359035,1699.9005460826438,Champions
156,13301.0,3.0,189.0,292.0,147.95666666666668,2.397356911802035,366.4660353752155,Hibernating
157,13305.0,9.0,368.0,372.0,194.85222222222225,4.23222073190292,813.7649539352018,Need Attention
158,13308.0,2.0,181.0,203.0,286.36,2.5032516351627945,762.343794177321,Need Attention
159,13309.0,4.0,301.0,308.0,272.3675,2.7345403589869357,754.246554687621,Need Attention
160,13310.0,2.0,296.0,324.0,356.57500000000005,1.808661151843355,684.9954878061507,Need Attention
161,13313.0,4.0,317.0,339.0,312.005,2.546609798844621,804.2834795190386,Need Attention
162,13314.0,2.0,72.0,73.0,136.32500000000002,4.26158181765721,622.2514779910708,Need Attention
163,13316.0,3.0,217.0,254.0,882.0433333333334,2.646211920907215,2394.7202397157334,Champions
164,13317.0,3.0,292.0,358.0,661.23,2.060760404304753,1398.7002196267533,Loyal Customers
165,13318.0,2.0,36.0,37.0,158.16,5.290708696001676,894.580001749387,Need Attention
166,13319.0,16.0,360.0,365.0,608.9350000000001,6.935413989240013,4125.079381930679,Champions
167,13320.0,2.0,135.0,213.0,526.285,2.426246245258542,1353.958313751049,Loyal Customers
168,13323.0,4.0,81.0,84.0,154.1375,5.85853616363009,916.8697958884268,Need Attention
169,13324.0,5.0,324.0,360.0,776.234,2.814620669391542,2187.4614095666484,Champions
170,13327.0,6.0,327.0,365.0,470.81166666666667,3.1624212150146316,1482.467133885299,Loyal Customers
171,13330.0,2.0,223.0,315.0,402.41,1.84677613328235,788.8689338444398,Need Attention
172,13334.0,2.0,223.0,305.0,933.845,1.8910553816827027,1869.639284545879,Champions
173,13340.0,4.0,231.0,276.0,1254.4924999999998,2.9600259559162376,3750.3709252565914,Champions
174,13362.0,3.0,278.0,287.0,749.3866666666667,2.4273933429503907,1866.7866927489279,Champions
175,13373.0,2.0,216.0,276.0,1148.875,2.032369884899304,2471.109933451493,Champions
176,13376.0,2.0,135.0,234.0,281.21500000000003,2.279020378772097,681.666845686173,Need Attention
177,13379.0,2.0,110.0,136.0,231.55,3.179329249292234,784.1150631741888,Need Attention
178,13381.0,5.0,267.0,298.0,640.92,3.2401685350932077,2079.6364685508183,Champions
179,13384.0,5.0,148.0,178.0,509.238,4.58058191682986,2336.620394434136,Champions
180,13389.0,2.0,221.0,232.0,263.21,2.292267614434716,642.0208103007175,Need Attention
181,13394.0,7.0,308.0,309.0,324.17142857142863,4.010478465306093,1289.454351392511,Loyal Customers
182,13397.0,4.0,267.0,339.0,281.9825,2.5466097988445884,727.1226671922338,Need Attention
183,13405.0,2.0,243.0,317.0,193.11,1.8381679564585787,378.68708724308,Hibernating
184,13408.0,40.0,372.0,373.0,520.38925,15.726874934103042,7940.618982451574,Champions
185,13410.0,4.0,267.0,291.0,188.205,2.849871754472266,543.9927894823687,Hibernating
186,13414.0,2.0,163.0,296.0,297.21,1.93276218623826,610.7635607313341,Need Attention
187,13418.0,12.0,361.0,372.0,421.2325,5.347750672592953,2209.0683979858636,Champions
188,13425.0,2.0,186.0,294.0,554.6700000000001,1.9422814270288846,1142.1356176273991,Loyal Customers
189,13426.0,9.0,359.0,359.0,359.72222222222223,4.349015055209938,1542.2695664609817,Loyal Customers
190,13427.0,2.0,196.0,215.0,174.8,2.4114102150950254,450.1305854260854,Hibernating
191,13429.0,3.0,65.0,75.0,234.34333333333333,5.178203304125508,1249.8571343233941,Loyal Customers
192,13435.0,6.0,184.0,189.0,515.2816666666666,5.01108481190025,2570.6627142354073,Champions
193,13437.0,6.0,176.0,190.0,317.2516666666667,4.9944959279067245,1578.6693396716173,Loyal Customers
194,13447.0,2.0,12.0,35.0,450.56000000000006,5.3626544886633125,2563.5386067620334,Champions
195,13448.0,4.0,357.0,373.0,762.0525,2.368112127084912,1823.502867368933,Champions
196,13450.0,5.0,192.0,218.0,287.88,4.025485789223581,1162.158356246744,Loyal Customers
197,13451.0,4.0,308.0,334.0,641.31,2.57515444489524,1669.131812567593,Champions
198,13456.0,5.0,190.0,207.0,282.512,4.164263076988288,1179.863944614848,Loyal Customers
199,13458.0,13.0,352.0,359.0,635.446923076923,5.877434550607163,3657.4147194769434,Champions
200,13461.0,2.0,125.0,163.0,283.44,2.8672618735486792,864.35369154415,Need Attention
201,13468.0,35.0,372.0,373.0,146.96057142857143,13.871491210906019,1980.215143795548,Champions
202,13471.0,3.0,46.0,47.0,518.0566666666667,6.089659032613978,3239.964994974279,Champions
203,13475.0,3.0,107.0,298.0,356.90000000000003,2.362280044454335,866.7979001445806,Need Attention
204,13477.0,5.0,254.0,291.0,250.17,3.296438925508675,827.3421660031928,Need Attention
205,13481.0,3.0,211.0,256.0,379.76,2.6318332593488485,1027.345758342314,Loyal Customers
206,13486.0,2.0,77.0,155.0,458.155,2.9531482612752273,1435.4080539024055,Loyal Customers
207,13487.0,2.0,296.0,353.0,191.125,1.6958810858775195,345.81723330893647,Hibernating
208,13488.0,11.0,350.0,367.0,654.199090909091,5.027839820668062,3229.1293865478638,Champions
209,13489.0,3.0,189.0,294.0,58.76,2.3855494489559517,146.65695728546572,Hibernating
210,13491.0,9.0,321.0,372.0,125.36555555555556,4.23222073190289,524.183191108902,Hibernating
211,13495.0,4.0,361.0,368.0,383.48,2.392776115181363,928.3001099098116,Need Attention
212,13499.0,4.0,252.0,269.0,212.615,3.014398951513108,649.6584634364779,Need Attention
213,13500.0,2.0,99.0,122.0,410.66,3.3694846955761277,1468.6808290311885,Loyal Customers
214,13502.0,2.0,307.0,323.0,91.09,1.8128182781625901,178.05289771857005,Hibernating
215,13507.0,3.0,142.0,145.0,411.85,3.768208444579196,1594.8228682565273,Loyal Customers
216,13509.0,6.0,276.0,284.0,111.17666666666668,3.8091578403538984,423.4592760916813,Hibernating
217,13510.0,3.0,182.0,183.0,396.6933333333334,3.2829352470067836,1338.4608907219194,Loyal Customers
218,13515.0,3.0,175.0,247.0,227.4466666666667,2.6977986107693357,632.1022779714476,Need Attention
219,13516.0,2.0,217.0,238.0,341.69500000000005,2.25298000126001,817.8508012123152,Need Attention
220,13517.0,2.0,120.0,179.0,508.495,2.7096522814397286,1461.1788960496738,Loyal Customers
221,13521.0,2.0,9.0,10.0,398.92,6.46088521433476,2736.0071023517226,Champions
222,13523.0,3.0,333.0,366.0,933.17,2.0262760910525,1939.8408200730141,Champions
223,13524.0,4.0,179.0,219.0,126.995,3.4696432655051015,447.96098152856234,Hibernating
224,13527.0,5.0,293.0,326.0,443.1,3.0330698694505096,1346.5602807883497,Loyal Customers
225,13534.0,17.0,356.0,358.0,327.8458823529412,7.421608672925086,2375.769337318123,Champions
226,13536.0,6.0,74.0,75.0,471.02,8.064748292862038,3782.231042614292,Champions
227,13538.0,6.0,272.0,315.0,185.67500000000004,3.532663239342727,654.4153547214969,Need Attention
228,13539.0,2.0,224.0,309.0,221.72,1.8730913039304424,442.50413165839984,Hibernating
229,13546.0,2.0,188.0,200.0,216.205,2.5273155886084067,582.332771908041,Need Attention
230,13549.0,6.0,217.0,242.0,117.94166666666666,4.260996271470749,502.35269553810286,Hibernating
231,13552.0,7.0,249.0,315.0,458.8528571428572,3.954135015857768,1798.665828824345,Champions
232,13558.0,3.0,63.0,68.0,133.09333333333333,5.379494162297416,740.4039299244392,Need Attention
233,13562.0,2.0,164.0,245.0,599.59,2.2088131842415275,1403.7023502160816,Loyal Customers
234,13564.0,2.0,224.0,368.0,313.84000000000003,1.6428930658803422,548.0310521642189,Hibernating
235,13571.0,11.0,241.0,253.0,179.89818181818185,6.597856828595286,1166.8559770867573,Loyal Customers
236,13575.0,4.0,153.0,176.0,159.76,3.9875456619662577,646.6837198029035,Need Attention
237,13576.0,17.0,363.0,373.0,260.39,7.192109807397036,1828.9104072697319,Champions
238,13577.0,3.0,216.0,241.0,442.2833333333333,2.743643822346004,1246.742333041227,Loyal Customers
239,13588.0,8.0,240.0,255.0,295.1275,5.090818963143851,1485.395223893864,Loyal Customers
240,13590.0,5.0,292.0,303.0,288.016,3.2011374006353193,924.6043169106931,Need Attention
241,13591.0,2.0,202.0,266.0,312.265,2.0861256380390416,692.4115455954087,Need Attention
242,13592.0,3.0,229.0,264.0,48.24666666666667,2.5758479534764236,130.6107471473852,Hibernating
243,13593.0,4.0,228.0,336.0,365.6825,2.5636601403755876,948.5485842596711,Need Attention
244,13599.0,14.0,365.0,366.0,319.2921428571429,6.16788688292745,1927.450542086854,Champions
245,13606.0,2.0,282.0,311.0,101.38,1.8642366473177368,203.37193194012346,Hibernating
246,13610.0,6.0,273.0,285.0,145.67333333333332,3.7995647932413386,552.7261168551231,Hibernating
247,13611.0,2.0,270.0,359.0,429.345,1.6742809382647363,762.8351850035085,Need Attention
248,13614.0,3.0,306.0,330.0,445.76,2.1912842058726327,1003.5492649086027,Loyal Customers
249,13617.0,2.0,140.0,180.0,204.83,2.700375028750793,589.7529734221723,Need Attention
250,13623.0,4.0,267.0,297.0,135.6875,2.8080719955680196,387.18071731349096,Hibernating
251,13627.0,4.0,298.0,357.0,289.06,2.4488877073912176,716.7123655657274,Need Attention
252,13629.0,10.0,315.0,338.0,270.755,4.9518688028879145,1319.4775973414519,Loyal Customers
253,13630.0,6.0,280.0,285.0,195.97333333333333,3.7995647932413417,742.7666339770115,Need Attention
254,13631.0,6.0,168.0,267.0,268.37,3.9799834215209424,1064.5490941859662,Loyal Customers
255,13632.0,4.0,219.0,243.0,454.8375,3.2351252871165204,1488.077229754429,Loyal Customers
256,13634.0,4.0,294.0,327.0,294.7625,2.616209132265204,780.738624522993,Need Attention
257,13636.0,4.0,249.0,285.0,196.665,2.8929347439590147,576.9127690275674,Need Attention
258,13637.0,2.0,174.0,226.0,193.95,2.3329497452553305,482.6893258004202,Hibernating
259,13643.0,2.0,154.0,185.0,215.77,2.6549256253975027,610.515845391113,Need Attention
260,13644.0,3.0,89.0,105.0,561.3933333333333,4.462569540559399,2572.4204174785477,Champions
261,13647.0,3.0,225.0,234.0,394.8466666666666,2.7991390604275255,1135.9200669726526,Loyal Customers
262,13650.0,4.0,251.0,267.0,357.2825,3.0303029286354706,1095.516049198984,Loyal Customers
263,13652.0,2.0,323.0,368.0,394.34,1.6428930658804641,687.7696598400217,Need Attention
264,13654.0,4.0,230.0,273.0,589.705,2.983086609278455,1778.17811252588,Champions
265,13658.0,2.0,195.0,204.0,802.085,2.495331828968138,2119.67768361302,Champions
266,13662.0,2.0,174.0,259.0,313.88,2.125478558529287,709.1002197824429,Need Attention
267,13668.0,20.0,360.0,362.0,265.06350000000003,8.49804956493612,2196.1226622940417,Champions
268,13680.0,3.0,338.0,339.0,814.1033333333334,2.147562953379035,1793.9765221259397,Champions
269,13681.0,3.0,138.0,155.0,208.22333333333336,3.627116600783918,778.4081262927039,Need Attention
270,13685.0,5.0,58.0,60.0,24.356,7.721707039969778,193.88659857411835,Hibernating
271,13692.0,2.0,212.0,236.0,303.14,2.265925377438444,730.2424639777577,Need Attention
272,13694.0,34.0,370.0,373.0,801.8876470588235,13.500414466266694,10511.295693440961,Champions
273,13695.0,13.0,228.0,259.0,159.19615384615386,7.461329118052504,1164.7765017364004,Loyal Customers
274,13700.0,7.0,301.0,327.0,283.8014285714286,3.846067748747032,1082.849372019671,Loyal Customers
275,13704.0,8.0,83.0,88.0,278.445,9.340062303022348,2571.4316132302856,Champions
276,13705.0,2.0,366.0,373.0,196.86,1.6259586378061077,341.41160446671097,Hibernating
277,13709.0,7.0,312.0,315.0,767.8271428571428,3.954135015857825,3008.4132688539516,Champions
278,13715.0,3.0,91.0,372.0,268.8966666666667,2.0011608505203564,553.8614003535145,Hibernating
279,13717.0,5.0,266.0,298.0,228.224,3.2401685350932072,742.0926108000251,Need Attention
280,13719.0,4.0,219.0,234.0,215.6025,3.319257742082766,725.3688940975243,Need Attention
281,13720.0,3.0,138.0,254.0,154.96666666666667,2.6462119209070325,423.51175018334925,Hibernating
282,13725.0,7.0,259.0,308.0,146.15571428571428,4.020025521904859,583.9127016683251,Need Attention
283,13728.0,5.0,274.0,310.0,169.81199999999998,3.1480473829118156,537.0637968516157,Hibernating
284,13735.0,3.0,210.0,234.0,600.8733333333333,2.7991390604275157,1726.7678938553101,Champions
285,13741.0,2.0,146.0,217.0,238.135,2.396754521164316,607.7853235787538,Need Attention
286,13742.0,10.0,304.0,320.0,250.507,5.1581609218671725,1271.8020139269756,Loyal Customers
287,13743.0,6.0,257.0,259.0,155.32,4.06578785290145,630.4539819121205,Need Attention
288,13748.0,3.0,278.0,373.0,226.74,1.9970353824454659,466.46549288509993,Hibernating
289,13750.0,4.0,283.0,336.0,207.425,2.5636601403756583,539.0878284585951,Hibernating
290,13752.0,5.0,122.0,246.0,164.94,3.71070914709787,614.9719677609377,Need Attention
291,13755.0,7.0,60.0,63.0,232.41857142857145,9.645654765233498,2224.944600259188,Champions
